#Time,pitch(deg),roll(deg),yaw(deg),X-Acceleration(g),Y-Acceleration(g),Z-Acceleration(g),Pressure(Millibars),Temperature(deg C),Humidity(%)
65.730,-3.002,13.424,141.132,0.965,0.234,0.051,1031.140,32.860,41.428
65.765,-2.717,14.082,141.258,0.983,0.253,0.041,1031.145,32.860,41.428
65.801,-2.533,14.955,141.365,0.973,0.261,0.047,1031.146,32.896,40.755
65.833,-2.421,15.998,141.486,0.965,0.295,0.036,1031.146,32.896,40.755
65.887,-2.403,16.953,141.635,0.979,0.347,0.039,1031.146,32.896,40.755
65.921,-2.282,18.884,141.688,0.905,0.327,0.029,1031.150,32.987,41.789
65.955,-2.255,19.770,141.769,0.922,0.333,0.030,1031.149,32.987,41.789
65.995,-2.277,20.620,141.831,0.941,0.366,0.033,1031.146,32.987,41.789
66.029,-2.370,21.557,141.950,0.934,0.389,0.048,1031.147,32.987,41.789
66.068,-2.346,22.539,142.224,0.927,0.381,0.048,1031.141,33.005,42.023
66.106,-2.204,24.044,142.626,0.913,0.449,0.021,1031.140,33.005,42.023
66.138,-2.297,25.284,142.797,0.874,0.435,0.030,1031.140,33.005,42.023
66.176,-2.339,26.009,142.844,0.908,0.464,0.036,1031.139,32.860,41.734
66.217,-2.281,27.069,142.916,0.868,0.476,0.024,1031.140,32.860,41.734
66.250,-2.183,27.524,142.982,0.909,0.477,0.036,1031.141,32.860,41.734
66.286,-2.059,28.078,143.209,0.874,0.455,0.034,1031.136,32.860,41.734
66.323,-2.065,28.731,143.302,0.874,0.477,0.025,1031.135,32.878,41.713
66.361,-2.163,29.456,143.398,0.855,0.499,0.042,1031.139,32.878,41.713
66.397,-2.272,30.199,143.543,0.847,0.515,0.037,1031.141,32.878,41.713
66.431,-2.313,30.998,143.724,0.840,0.519,0.035,1031.141,32.987,41.256
66.470,-2.345,31.598,143.926,0.844,0.527,0.039,1031.144,32.987,41.256
66.506,-2.259,32.087,144.181,0.884,0.548,0.037,1031.147,32.987,41.256
66.542,-2.190,32.351,144.377,0.844,0.529,0.034,1031.146,32.987,41.256
66.580,-1.907,32.528,144.669,0.848,0.536,0.010,1031.148,32.878,41.088
66.618,-1.706,32.371,144.917,0.824,0.536,0.006,1031.149,32.878,41.088
66.650,-1.704,32.155,145.163,0.851,0.570,0.013,1031.144,32.878,41.088
66.686,-1.813,31.926,145.471,0.833,0.545,0.006,1031.145,32.878,41.088
66.727,-2.042,31.713,145.737,0.841,0.527,0.033,1031.144,32.896,42.981
66.780,-2.230,31.230,146.056,0.853,0.517,0.042,1031.143,32.896,42.981
66.839,-2.280,30.593,146.213,0.856,0.518,0.043,1031.143,32.951,42.140
66.889,-2.316,29.292,146.368,0.893,0.474,0.060,1031.146,32.951,42.140
66.930,-2.213,27.901,146.480,0.888,0.476,0.044,1031.146,32.951,42.140
66.971,-2.234,26.959,146.637,0.885,0.391,0.042,1031.151,32.969,41.749
67.014,-2.494,25.152,146.849,0.890,0.392,0.062,1031.151,32.969,41.749
67.054,-2.820,23.808,146.983,0.914,0.373,0.063,1031.148,32.969,41.749
67.095,-3.078,23.129,147.049,0.906,0.375,0.071,1031.149,32.896,41.482
67.128,-3.218,22.474,147.056,0.936,0.386,0.063,1031.151,32.896,41.482
67.161,-3.107,21.766,147.080,0.919,0.360,0.054,1031.151,32.896,41.482
67.198,-3.022,20.841,147.055,0.949,0.354,0.056,1031.149,32.896,41.482
67.232,-2.888,20.131,146.985,0.956,0.350,0.044,1031.146,32.969,42.129
67.264,-2.761,19.423,146.911,0.939,0.328,0.045,1031.143,32.969,42.129
67.304,-2.611,18.676,146.864,0.963,0.307,0.036,1031.146,32.969,42.129
67.340,-2.443,17.798,146.800,0.942,0.306,0.031,1031.147,32.969,42.129
67.373,-2.376,16.807,146.735,0.937,0.282,0.034,1031.151,32.987,40.649
67.410,-2.387,15.650,146.693,0.945,0.251,0.045,1031.156,32.987,40.649
67.450,-2.422,14.425,146.664,0.975,0.234,0.045,1031.160,32.987,40.649
67.483,-2.518,13.224,146.649,0.947,0.206,0.048,1031.160,32.933,41.121
67.522,-2.648,12.071,146.607,0.961,0.184,0.058,1031.157,32.933,41.121
67.559,-2.545,10.564,146.638,0.972,0.168,0.043,1031.157,32.933,41.121
67.595,-2.406,9.784,146.634,0.981,0.163,0.032,1031.162,32.933,41.121
67.630,-2.252,9.017,146.574,0.974,0.135,0.042,1031.161,33.041,41.636
67.670,-2.149,8.234,146.502,1.017,0.141,0.050,1031.161,33.041,41.636
67.706,-2.147,7.475,146.465,0.984,0.109,0.045,1031.155,33.041,41.636
67.739,-2.379,6.890,146.377,0.983,0.118,0.048,1031.154,32.951,41.636
67.774,-2.652,6.470,146.264,0.965,0.104,0.058,1031.154,32.951,41.351
67.811,-2.779,5.791,146.179,0.989,0.092,0.055,1031.151,32.951,41.351
67.844,-2.876,5.260,146.116,0.969,0.078,0.058,1031.152,32.951,41.351
67.878,-2.741,4.772,146.031,0.967,0.074,0.047,1031.152,32.951,41.329
67.912,-2.451,4.209,145.937,0.999,0.070,0.037,1031.148,32.951,41.329
67.956,-2.079,3.657,145.804,0.989,0.056,0.035,1031.150,32.951,41.329
68.006,-2.087,2.891,145.666,0.997,0.039,0.044,1031.145,32.951,40.657
68.066,-2.420,2.021,145.570,0.979,0.027,0.057,1031.145,32.951,40.657
68.105,-2.610,1.433,145.449,0.969,0.018,0.060,1031.146,32.951,40.657
68.147,-2.428,1.003,145.362,0.973,0.003,0.040,1031.146,33.059,40.587
68.194,-1.897,0.121,145.253,0.993,-0.012,0.030,1031.148,33.059,40.587
68.235,-1.414,-0.741,145.176,0.979,-0.034,0.031,1031.151,33.059,40.587
68.296,-0.964,-1.668,145.141,1.016,-0.049,0.021,1031.151,32.969,41.457
68.328,-0.508,-2.646,145.177,0.980,-0.053,0.002,1031.152,32.969,41.457
68.361,-0.386,-3.049,145.165,0.986,-0.065,-0.002,1031.149,32.969,41.457
68.399,-0.312,-3.433,145.097,0.989,-0.070,-0.002,1031.151,32.914,41.661
68.436,-0.375,-4.060,145.016,0.990,-0.093,0.013,1031.144,32.914,41.661
68.473,-0.400,-4.740,144.991,0.999,-0.106,0.008,1031.142,32.914,41.661
68.511,-0.259,-5.218,144.921,0.998,-0.103,-0.000,1031.147,32.914,41.661
68.548,-0.213,-5.810,144.842,0.983,-0.110,0.015,1031.147,33.005,40.967
68.580,-0.257,-6.499,144.814,0.979,-0.113,0.022,1031.151,33.005,40.967
68.620,-0.418,-7.057,144.823,0.983,-0.115,0.022,1031.146,33.005,40.967
68.658,-0.708,-7.589,144.907,0.976,-0.140,0.031,1031.144,33.005,40.269
68.690,-0.923,-8.058,144.958,0.974,-0.147,0.027,1031.145,33.005,40.269
68.728,-1.054,-8.452,144.951,0.967,-0.142,0.022,1031.143,33.005,40.269
68.768,-1.207,-8.992,144.871,0.966,-0.146,0.045,1031.139,33.005,40.269
68.802,-1.318,-9.622,144.695,0.956,-0.171,0.051,1031.148,32.969,41.526
68.835,-1.152,-9.931,144.493,0.974,-0.172,0.020,1031.146,32.969,41.526
68.873,-0.886,-10.025,144.265,0.985,-0.187,0.020,1031.146,32.969,41.526
68.905,-0.826,-10.310,144.092,0.974,-0.206,0.019,1031.144,32.969,41.526
68.939,-0.767,-10.680,143.969,0.976,-0.204,0.008,1031.145,33.023,42.473
68.975,-0.764,-10.953,143.867,0.973,-0.203,0.005,1031.147,33.023,42.473
69.015,-0.764,-11.397,143.824,0.968,-0.207,0.002,1031.153,33.023,42.473
69.048,-0.888,-11.829,143.843,0.977,-0.213,0.008,1031.153,32.878,42.473
69.085,-1.084,-12.194,143.875,0.970,-0.222,0.026,1031.153,32.878,42.345
69.122,-1.332,-12.063,143.878,0.975,-0.223,0.025,1031.155,32.878,42.345
69.175,-1.515,-11.571,143.851,0.982,-0.208,0.021,1031.159,32.878,42.345
69.214,-1.923,-10.403,143.940,0.998,-0.175,0.055,1031.161,32.896,40.167
69.256,-2.330,-8.907,143.998,0.983,-0.137,0.041,1031.169,32.896,40.167
69.314,-2.652,-6.874,144.028,1.010,-0.092,0.035,1031.169,32.896,41.906
69.360,-2.883,-4.585,143.906,0.994,-0.060,0.052,1031.170,32.896,41.906
69.411,-3.458,-1.856,143.811,1.000,-0.004,0.042,1031.170,32.896,41.906
69.462,-3.998,0.409,143.609,1.005,0.020,0.085,1031.169,32.951,41.541
69.501,-4.771,3.481,143.392,0.953,0.124,0.107,1031.166,32.951,41.541
69.549,-4.808,6.229,143.047,0.962,0.135,0.084,1031.163,32.951,41.541
69.587,-4.786,7.101,142.789,0.973,0.149,0.085,1031.163,32.860,39.893
69.626,-4.876,7.387,142.611,0.992,0.141,0.081,1031.162,32.860,39.893
69.659,-4.909,7.724,142.532,0.971,0.158,0.101,1031.167,32.860,39.893
69.695,-4.759,8.341,142.480,0.932,0.135,0.081,1031.167,32.860,39.893
69.735,-4.187,9.312,142.543,0.969,0.164,0.051,1031.169,32.969,41.307
69.768,-3.771,9.918,142.578,0.938,0.186,0.068,1031.169,32.969,41.307
69.804,-3.700,10.188,142.534,0.985,0.185,0.070,1031.170,32.969,41.307
69.844,-3.639,10.632,142.485,0.976,0.188,0.065,1031.166,32.914,42.085
69.881,-3.573,11.414,142.529,0.986,0.211,0.064,1031.169,32.914,42.085
69.917,-3.411,11.832,142.580,0.978,0.224,0.057,1031.173,32.914,42.085
69.950,-3.258,12.368,142.586,0.975,0.216,0.059,1031.173,32.914,42.085
69.990,-3.154,13.157,142.574,0.981,0.239,0.040,1031.172,32.951,41.380
70.026,-3.076,13.865,142.574,0.989,0.260,0.046,1031.171,32.951,41.380
70.060,-3.048,14.312,142.523,0.943,0.233,0.069,1031.177,32.951,41.380
70.092,-3.180,14.476,142.491,0.969,0.247,0.059,1031.177,32.951,41.380
70.131,-3.240,14.999,142.529,0.960,0.259,0.062,1031.173,33.023,41.205
70.163,-3.160,16.043,142.599,0.947,0.288,0.049,1031.174,33.023,41.205
70.196,-3.192,16.881,142.606,0.937,0.305,0.048,1031.175,33.023,41.205
70.234,-3.166,17.581,142.627,0.938,0.309,0.050,1031.176,33.005,40.693
70.274,-3.153,18.033,142.635,0.937,0.371,0.052,1031.173,33.005,40.693
70.307,-3.048,18.736,142.668,0.947,0.321,0.053,1031.169,33.005,40.693
70.338,-2.971,19.183,142.697,0.939,0.334,0.045,1031.169,33.005,40.693
70.381,-2.885,19.627,142.699,0.943,0.366,0.046,1031.170,33.005,41.373
70.433,-2.808,19.797,142.777,0.922,0.324,0.046,1031.173,33.005,41.373
70.475,-2.927,19.107,142.823,0.924,0.329,0.054,1031.167,33.005,41.373
70.519,-2.979,18.759,142.918,0.996,0.324,0.049,1031.166,32.969,41.632
70.578,-3.007,17.876,143.068,0.994,0.298,0.052,1031.164,32.969,41.632
70.635,-2.760,16.663,143.281,0.954,0.280,0.046,1031.167,32.987,41.625
70.672,-2.578,16.017,143.423,0.961,0.275,0.036,1031.170,32.987,41.625
70.703,-2.492,15.643,143.509,0.945,0.275,0.051,1031.170,32.987,41.625
70.738,-2.409,15.228,143.612,0.962,0.257,0.035,1031.169,32.987,41.625
70.775,-2.349,14.893,143.703,0.964,0.254,0.041,1031.172,33.041,41.563
70.806,-2.338,14.255,143.784,0.958,0.245,0.029,1031.176,33.041,41.563
70.841,-2.335,13.708,143.833,0.962,0.227,0.050,1031.178,33.041,41.563
70.876,-2.421,13.196,143.882,0.976,0.221,0.034,1031.177,33.041,41.563
70.908,-2.531,12.637,143.915,0.967,0.212,0.050,1031.177,32.987,41.669
70.943,-2.674,12.170,143.920,0.981,0.212,0.048,1031.179,32.987,41.669
70.988,-2.710,11.752,143.927,0.964,0.189,0.048,1031.174,32.987,41.669
71.036,-2.733,11.291,143.976,0.972,0.195,0.045,1031.176,32.987,41.614
71.086,-2.663,10.737,143.996,0.979,0.191,0.048,1031.178,32.987,41.614
71.117,-2.601,10.128,144.003,0.971,0.161,0.043,1031.179,32.987,41.614
71.169,-2.505,9.462,144.006,0.974,0.155,0.034,1031.177,33.041,41.848
71.201,-2.361,8.891,144.041,0.969,0.141,0.034,1031.176,33.041,41.848
71.232,-2.267,8.422,144.087,0.991,0.138,0.029,1031.176,33.041,41.848
71.273,-2.255,7.830,144.117,0.985,0.121,0.050,1031.177,33.096,41.848
71.310,-2.359,7.202,144.148,0.980,0.128,0.054,1031.179,33.096,40.836
71.343,-2.380,6.550,144.238,0.978,0.117,0.051,1031.183,33.096,40.836
71.380,-2.305,5.737,144.363,0.986,0.087,0.044,1031.179,33.096,40.836
71.420,-2.003,4.911,144.467,0.994,0.083,0.036,1031.178,33.023,42.294
71.452,-1.762,4.564,144.475,0.984,0.082,0.034,1031.178,33.023,42.294
71.490,-1.592,3.911,144.426,0.996,0.062,0.031,1031.176,33.023,42.294
71.528,-1.392,3.117,144.466,1.014,0.052,0.013,1031.179,33.023,42.294
71.565,-1.227,2.706,144.440,0.996,0.049,0.020,1031.181,33.096,42.173
71.597,-1.183,2.445,144.367,0.991,0.042,0.019,1031.181,33.096,42.173
71.635,-1.181,2.253,144.293,0.999,0.029,0.027,1031.181,33.096,42.173
71.677,-1.181,2.228,144.106,0.999,0.033,0.014,1031.182,33.023,42.177
71.709,-1.117,2.436,143.983,1.008,0.046,0.009,1031.181,33.023,42.177
71.742,-1.150,2.583,143.895,0.999,0.047,0.027,1031.178,33.023,42.177
71.780,-1.238,2.771,143.854,1.000,0.054,0.033,1031.181,33.023,42.177
71.814,-1.447,3.165,143.860,0.985,0.120,0.025,1031.180,33.078,43.467
71.845,-1.652,3.698,143.865,0.990,0.067,0.026,1031.180,33.078,43.467
71.879,-1.841,4.077,143.864,0.983,0.071,0.031,1031.177,33.078,43.467
71.917,-2.109,4.445,143.864,0.993,0.066,0.040,1031.178,33.078,43.467
71.959,-2.332,5.089,143.898,0.993,0.079,0.036,1031.178,33.132,40.266
71.991,-2.449,5.580,143.887,0.994,0.090,0.033,1031.177,33.132,40.266
72.024,-2.555,5.939,143.836,0.977,0.100,0.046,1031.181,33.132,40.266
72.071,-2.684,6.307,143.779,0.987,0.119,0.047,1031.183,33.041,41.062
72.119,-2.814,7.036,143.724,0.975,0.138,0.048,1031.181,33.041,41.062
72.168,-2.739,7.719,143.713,0.970,0.133,0.048,1031.176,33.041,41.062
72.214,-2.251,8.287,143.687,0.987,0.142,0.039,1031.177,33.023,41.559
72.255,-2.094,8.464,143.575,0.983,0.131,0.050,1031.177,33.023,41.559
72.309,-1.985,8.784,143.635,0.987,0.154,0.035,1031.178,33.023,41.559
72.349,-2.130,9.164,143.621,0.963,0.162,0.046,1031.180,32.951,41.961
72.397,-2.264,9.719,143.662,0.967,0.182,0.028,1031.179,32.951,41.961
72.431,-2.415,10.077,143.823,0.976,0.177,0.052,1031.181,32.951,41.961
72.469,-2.457,10.217,143.934,0.994,0.238,0.050,1031.176,33.078,42.330
72.503,-2.436,10.450,144.109,0.999,0.169,0.044,1031.178,33.078,42.330
72.541,-2.607,10.637,144.264,0.937,0.192,0.040,1031.177,33.078,42.330
72.576,-2.770,10.960,144.335,0.978,0.202,0.044,1031.177,33.078,42.330
72.610,-3.022,11.168,144.365,0.969,0.206,0.048,1031.177,32.933,41.435
72.650,-3.115,11.434,144.380,0.965,0.206,0.055,1031.173,32.933,41.435
72.686,-3.212,11.556,144.348,0.977,0.198,0.056,1031.173,32.933,41.435
72.724,-3.214,11.445,144.240,0.993,0.209,0.064,1031.173,32.969,40.814
72.764,-3.121,11.097,144.100,0.974,0.182,0.059,1031.173,32.969,40.814
72.796,-3.043,10.508,144.005,0.984,0.187,0.061,1031.177,32.969,40.814
72.833,-3.000,10.213,143.935,0.966,0.169,0.055,1031.176,32.969,40.814
72.868,-3.026,9.689,143.872,0.980,0.166,0.055,1031.175,33.059,40.445
72.910,-2.968,9.218,143.885,0.984,0.159,0.056,1031.176,33.059,40.445
72.941,-2.934,8.782,143.919,0.975,0.140,0.052,1031.176,33.059,40.445
72.979,-2.896,8.474,143.954,0.978,0.145,0.045,1031.172,33.096,42.790
73.018,-2.971,8.091,143.978,0.970,0.132,0.056,1031.168,33.096,42.790
73.051,-3.064,7.669,143.990,0.984,0.136,0.051,1031.171,33.096,42.790
73.088,-3.143,7.211,143.993,0.976,0.110,0.063,1031.171,33.096,42.790
73.122,-3.185,6.706,144.025,0.986,0.112,0.055,1031.170,33.059,41.493
73.160,-3.164,6.327,144.033,0.985,0.109,0.056,1031.174,33.059,41.493
73.198,-3.134,5.861,144.054,0.993,0.110,0.062,1031.178,33.059,41.493
73.229,-3.172,5.315,144.101,0.977,0.093,0.068,1031.178,33.059,41.493
73.267,-3.290,4.874,144.082,0.979,0.087,0.060,1031.177,33.132,42.209
73.309,-3.420,4.275,144.132,0.996,0.068,0.062,1031.179,33.132,42.209
73.365,-3.363,3.881,144.124,0.983,0.052,0.124,1031.173,33.132,42.209
73.423,-3.197,4.038,144.065,0.985,0.072,0.049,1031.172,33.059,43.514
73.465,-2.951,4.390,143.963,0.980,0.076,0.048,1031.179,33.059,43.514
73.504,-2.914,4.932,143.859,0.987,0.125,0.031,1031.181,33.023,42.038
73.544,-3.044,5.452,143.641,0.978,0.089,0.057,1031.181,33.023,42.038
73.593,-3.230,5.391,143.634,1.017,0.058,0.058,1031.185,33.023,42.038
73.640,-3.311,5.593,143.696,0.984,0.098,0.055,1031.181,33.005,42.093
73.670,-3.249,6.119,143.616,0.992,0.116,0.051,1031.181,33.005,42.093
73.705,-3.188,6.460,143.694,1.011,0.116,0.055,1031.182,33.005,42.093
73.741,-3.110,6.566,143.824,0.962,0.098,0.053,1031.182,33.005,42.093
73.777,-3.073,6.545,143.975,0.995,0.109,0.052,1031.188,32.987,41.322
73.809,-2.846,6.633,144.080,0.947,0.149,0.009,1031.185,32.987,41.322
73.844,-2.671,7.030,144.064,0.976,0.142,0.045,1031.187,32.987,41.322
73.874,-2.600,7.506,144.057,0.968,0.147,0.049,1031.187,32.987,41.322
73.911,-2.452,7.709,143.962,0.925,0.119,0.050,1031.186,33.059,41.979
73.946,-2.163,7.289,143.853,0.889,0.120,0.086,1031.189,33.059,41.979
73.984,-1.270,7.334,143.611,0.933,0.118,0.007,1031.188,33.059,41.979
74.033,-0.077,8.005,142.964,0.972,0.251,-0.061,1031.187,33.096,41.691
74.065,1.061,8.880,143.195,1.028,0.201,-0.094,1031.185,33.096,41.691
74.098,1.201,9.030,143.298,1.018,0.219,-0.093,1031.185,33.096,41.691
74.133,0.795,8.657,143.622,1.037,0.185,-0.044,1031.181,33.096,41.691
74.175,0.225,8.324,144.379,1.048,0.152,-0.029,1031.175,33.150,41.650
74.206,-0.209,8.375,145.268,1.052,0.130,-0.039,1031.175,33.150,41.650
74.244,-0.772,8.312,145.998,1.029,0.115,0.024,1031.173,33.150,41.650
74.285,-2.091,8.186,146.791,0.938,0.107,0.038,1031.176,33.005,41.581
74.317,-3.201,8.004,147.229,0.979,0.131,0.032,1031.175,33.005,41.581
74.354,-3.841,7.885,147.374,0.991,0.200,0.023,1031.172,33.005,41.581
